length,discount,successful,mean_price,median_of_price,min_rating,max_rating,mean_rating,percentage_of_successful,gender
309,5,0,228.24,228.24,1.5,3.8,2.65,0.27,0
597,0,1,236.62,245.0,0.9,3.8,1.78,0.25,0
1164,5,0,44.01,32.99,0.8,5.0,3.0,0.31,0
1439,15,0,44.01,32.99,0.8,5.0,3.0,0.29,0
0,5,0,99.99,99.99,4.8,4.8,4.8,0.27,0
0,10,0,99.99,99.99,4.8,4.8,4.8,0.25,0
71,0,1,99.99,99.99,4.8,4.8,4.8,0.24,0
730,0,1,83.49,34.99,0.4,4.0,2.33,0.28,0
0,0,0,58.97,58.97,3.9,3.9,3.9,0.32,0
0,0,0,58.97,58.97,3.9,3.9,3.9,0.3,0
1940,0,1,84.35,69.0,0.5,4.9,3.03,0.29,0
1048,20,0,79.78,69.0,0.5,4.9,3.04,0.32,0
1404,5,0,80.98,69.0,0.5,4.9,3.02,0.3,0
177,0,0,151.0,151.0,2.9,4.3,3.6,0.29,0
0,5,0,193.0,193.0,4.3,4.3,4.3,0.28,0
0,10,0,1816.97,1816.97,0.4,0.4,0.4,0.27,0
0,0,0,1816.97,1816.97,0.4,0.4,0.4,0.26,0
904,15,1,4340.55,4862.0,1.2,4.8,2.34,0.25,0
1557,10,1,4233.74,4598.0,1.2,4.7,2.07,0.28,0
1089,15,0,4468.44,4862.0,1.2,4.8,2.14,0.3,0
1563,0,0,983.0,639.0,0.1,4.8,2.86,0.0,1
1179,0,0,1002.5,769.0,0.1,4.6,2.34,0.0,1
134,5,0,71.85,71.85,3.8,4.4,4.1,0.0,1
252,20,0,71.85,71.85,3.8,4.4,4.1,0.0,1
274,0,0,71.85,71.85,3.8,4.4,4.1,0.0,1
32,0,0,71.85,71.85,3.8,4.4,4.1,0.0,1
200,15,0,71.85,71.85,3.8,4.4,4.1,0.0,1
234,0,0,71.85,71.85,3.8,4.4,4.1,0.0,1
115,0,0,71.85,71.85,3.8,4.4,4.1,0.0,1
50,5,0,71.85,71.85,3.8,4.4,4.1,0.0,1
0,0,0,78.9,78.9,3.8,3.8,3.8,0.0,1
136,0,1,69.5,64.8,3.8,4.4,4.2,0.0,1
130,0,0,71.85,71.85,3.8,4.4,4.1,0.0,1
0,5,0,64.8,64.8,4.4,4.4,4.4,0.0,1
1119,20,0,91.48,84.9,0.5,4.8,2.43,0.0,1
900,0,0,91.48,84.9,0.5,4.8,2.43,0.0,1
721,15,0,91.48,84.9,0.5,4.8,2.43,0.0,1
883,0,0,91.8,79.9,0.5,4.8,2.06,0.0,1
1142,10,0,87.98,79.9,0.5,4.8,2.6,0.0,1
740,0,0,91.48,84.9,0.5,4.8,2.43,0.0,1
1140,10,0,91.48,84.9,0.5,4.8,2.43,0.0,1
719,5,0,91.48,84.9,0.5,4.8,2.43,0.0,1
1357,0,0,117.63,129.0,1.3,4.8,3.03,0.0,1
1429,20,0,125.11,148.89,1.3,4.8,2.78,0.0,1
292,0,1,871.52,207.33,2.6,4.1,3.1,0.0,1
260,20,0,1203.62,1203.62,2.6,4.1,3.35,0.04,1
0,0,0,2199.9,2199.9,4.1,4.1,4.1,0.04,1
31,20,0,1203.62,1203.62,2.6,4.1,3.35,0.04,1
321,0,1,871.52,207.33,2.6,4.1,3.1,0.04,1
108,0,0,1203.62,1203.62,2.6,4.1,3.35,0.07,1
0,20,0,299.0,299.0,3.2,3.2,3.2,0.07,1
1032,0,1,250.12,272.0,0.9,3.8,2.35,0.06,1
731,0,1,249.09,245.0,0.9,3.8,2.06,0.09,1
687,0,0,250.12,272.0,0.9,3.8,2.35,0.12,1
564,0,1,249.09,245.0,0.9,3.8,2.06,0.12,1
654,0,1,236.62,245.0,0.9,3.8,1.78,0.14,1
1120,0,0,44.01,32.99,0.8,5.0,3.0,0.17,1
1065,20,0,44.01,32.99,0.8,5.0,3.0,0.16,1
1422,0,0,44.01,32.99,0.8,5.0,3.0,0.16,1
1495,20,1,41.46,32.99,0.8,5.0,2.86,0.15,1
1021,10,0,49.31,42.9,0.8,5.0,2.99,0.17,1
1497,0,1,42.56,32.99,0.8,5.0,2.77,0.17,1
1237,0,0,41.57,32.99,0.8,5.0,3.0,0.19,1
155,0,1,99.99,99.99,4.8,4.8,4.8,0.19,1
36,20,1,99.99,99.99,4.8,4.8,4.8,0.2,1
0,0,0,99.99,99.99,4.8,4.8,4.8,0.22,1
117,0,1,99.99,99.99,4.8,4.8,4.8,0.22,1
0,20,0,99.99,99.99,4.8,4.8,4.8,0.23,1
0,15,0,553.0,553.0,3.0,3.0,3.0,0.23,1
0,20,0,553.0,553.0,3.0,3.0,3.0,0.22,1
248,0,1,553.0,553.0,3.0,3.0,3.0,0.22,1
0,0,0,553.0,553.0,3.0,3.0,3.0,0.24,1
0,10,0,553.0,553.0,3.0,3.0,3.0,0.23,1
242,0,1,553.0,553.0,3.0,3.0,3.0,0.23,1
0,15,0,553.0,553.0,3.0,3.0,3.0,0.24,1
0,0,0,553.0,553.0,3.0,3.0,3.0,0.24,1
0,0,0,553.0,553.0,3.0,3.0,3.0,0.23,1
85,0,1,553.0,553.0,3.0,3.0,3.0,0.23,1
0,0,0,553.0,553.0,3.0,3.0,3.0,0.24,1
0,0,0,553.0,553.0,3.0,3.0,3.0,0.24,1
375,0,0,106.33,54.99,0.4,4.0,1.77,0.23,1
0,20,0,58.97,58.97,3.9,3.9,3.9,0.23,1
1698,20,1,84.35,69.0,0.5,4.9,3.03,0.23,1
1511,0,1,79.78,69.0,0.5,4.9,3.04,0.24,1
1192,10,0,79.78,69.0,0.5,4.9,3.04,0.25,1
1551,0,1,78.78,69.0,0.5,4.9,2.93,0.25,1
1682,10,0,83.62,79.5,0.5,4.9,3.18,0.26,1
88,0,1,165.0,193.0,2.9,4.3,3.83,0.25,1
257,0,0,151.0,151.0,2.9,4.3,3.6,0.26,1
171,0,0,151.0,151.0,2.9,4.3,3.6,0.26,1
213,0,0,151.0,151.0,2.9,4.3,3.6,0.26,1
259,0,0,151.0,151.0,2.9,4.3,3.6,0.25,1
295,10,0,151.0,151.0,2.9,4.3,3.6,0.25,1
0,0,0,193.0,193.0,4.3,4.3,4.3,0.25,1
0,5,0,1816.97,1816.97,0.4,0.4,0.4,0.24,1
0,20,0,1816.97,1816.97,0.4,0.4,0.4,0.24,1
0,20,0,1816.97,1816.97,0.4,0.4,0.4,0.24,1
0,0,0,1816.97,1816.97,0.4,0.4,0.4,0.23,1
0,5,0,1816.97,1816.97,0.4,0.4,0.4,0.23,1
0,20,0,1816.97,1816.97,0.4,0.4,0.4,0.23,1
0,0,0,1816.97,1816.97,0.4,0.4,0.4,0.23,1
1150,20,0,4041.36,3777.0,1.2,4.8,2.71,0.22,1
1531,0,0,4127.57,4187.5,1.2,4.8,2.49,0.22,1
1558,0,1,4595.23,5126.0,1.2,4.8,2.4,0.22,1
1557,0,0,935.45,739.0,0.1,4.8,2.61,0.0,1
1544,0,0,935.45,739.0,0.1,4.8,2.61,0.0,1
1065,10,0,1018.75,769.0,0.1,4.8,2.58,0.0,1
0,0,0,64.8,64.8,4.4,4.4,4.4,0.0,1
526,5,0,91.48,84.9,0.5,4.8,2.43,0.0,1
874,0,0,91.48,84.9,0.5,4.8,2.43,0.0,1
1125,0,0,91.48,84.9,0.5,4.8,2.43,0.0,1
740,10,0,91.48,84.9,0.5,4.8,2.43,0.0,1
718,0,0,91.48,84.9,0.5,4.8,2.43,0.0,1
450,0,0,97.54,89.9,0.5,4.3,1.96,0.0,1
1209,0,0,111.24,124.0,1.3,4.8,3.14,0.0,1
1462,15,0,111.24,124.0,1.3,4.8,3.14,0.0,1
1685,10,1,117.46,129.0,1.3,4.8,2.99,0.0,1
2134,0,1,110.37,124.0,1.3,4.8,3.21,0.0,1
231,20,0,1203.62,1203.62,2.6,4.1,3.35,0.07,1
264,0,0,1203.62,1203.62,2.6,4.1,3.35,0.07,1
229,0,0,1203.62,1203.62,2.6,4.1,3.35,0.06,1
184,0,0,1203.62,1203.62,2.6,4.1,3.35,0.06,1
714,0,0,250.12,272.0,0.9,3.8,2.35,0.06,1
400,15,1,249.09,245.0,0.9,3.8,2.06,0.05,1
1052,10,0,39.46,32.99,0.8,5.0,2.97,0.1,1
1661,0,0,40.59,32.99,0.8,5.0,2.89,0.1,1
1350,0,0,44.01,32.99,0.8,5.0,3.0,0.09,1
1530,20,0,44.01,32.99,0.8,5.0,3.0,0.09,1
0,0,0,99.99,99.99,4.8,4.8,4.8,0.08,1
35,10,1,99.99,99.99,4.8,4.8,4.8,0.08,1
19,0,1,99.99,99.99,4.8,4.8,4.8,0.12,1
0,15,0,553.0,553.0,3.0,3.0,3.0,0.15,1
0,0,0,553.0,553.0,3.0,3.0,3.0,0.14,1
0,0,0,553.0,553.0,3.0,3.0,3.0,0.14,1
297,0,1,553.0,553.0,3.0,3.0,3.0,0.13,1
656,5,0,106.33,54.99,0.4,4.0,1.77,0.16,1
445,0,0,106.33,54.99,0.4,4.0,1.77,0.16,1
366,0,0,106.33,54.99,0.4,4.0,1.77,0.15,1
654,0,0,34.99,34.99,0.9,4.0,2.45,0.15,1
577,0,0,106.33,54.99,0.4,4.0,1.77,0.14,1
491,15,0,106.33,54.99,0.4,4.0,1.77,0.14,1
105,0,1,58.97,58.97,3.9,3.9,3.9,0.14,1
0,0,0,58.97,58.97,3.9,3.9,3.9,0.16,1
0,20,0,58.97,58.97,3.9,3.9,3.9,0.15,1
34,5,1,58.97,58.97,3.9,3.9,3.9,0.15,1
1113,0,0,78.65,69.0,1.8,4.9,3.32,0.17,1
1671,5,0,79.78,69.0,0.5,4.9,3.04,0.17,1
1394,0,0,85.99,79.5,0.5,4.9,2.96,0.16,1
186,0,0,151.0,151.0,2.9,4.3,3.6,0.16,1
33,15,0,151.0,151.0,2.9,4.3,3.6,0.16,1
410,20,1,165.0,193.0,2.9,4.3,3.83,0.15,1
0,0,0,1816.97,1816.97,0.4,0.4,0.4,0.17,1
1513,0,0,3813.44,4187.5,1.2,4.8,2.42,0.17,1
1049,20,0,4253.08,5126.0,1.6,4.8,2.77,0.16,1
953,0,1,4311.95,5126.0,1.2,4.8,2.47,0.16,1
1082,0,0,4296.19,4862.0,1.2,4.8,2.58,0.18,1
1139,0,0,1018.75,769.0,0.1,4.8,2.58,0.0,0
1500,0,1,894.33,739.0,1.4,4.8,2.92,0.0,0
1275,0,0,935.45,739.0,0.1,4.8,2.61,0.0,0
1223,15,0,664.43,639.0,0.1,4.8,2.5,0.0,0
1029,5,0,1005.86,799.0,2.1,4.8,3.14,0.0,0
37,0,0,71.85,71.85,3.8,4.4,4.1,0.0,0
121,10,0,71.85,71.85,3.8,4.4,4.1,0.0,0
12,5,0,71.85,71.85,3.8,4.4,4.1,0.0,0
179,10,0,71.85,71.85,3.8,4.4,4.1,0.0,0
179,10,0,71.85,71.85,3.8,4.4,4.1,0.0,0
39,0,0,71.85,71.85,3.8,4.4,4.1,0.0,0
256,0,0,71.85,71.85,3.8,4.4,4.1,0.0,0
66,0,0,71.85,71.85,3.8,4.4,4.1,0.0,0
1153,5,0,91.48,84.9,0.5,4.8,2.43,0.0,0
825,0,0,93.8,89.9,0.5,4.8,2.4,0.0,0
713,0,0,91.48,84.9,0.5,4.8,2.43,0.0,0
529,0,0,87.98,79.9,0.5,4.8,2.6,0.0,0
667,0,0,91.48,84.9,0.5,4.8,2.43,0.0,0
858,20,0,91.48,84.9,0.5,4.8,2.43,0.0,0
1196,0,1,108.3,119.0,1.3,4.8,3.19,0.0,0
1523,0,0,116.21,124.0,1.3,4.8,2.99,0.05,0
1509,0,1,109.33,124.0,1.3,4.8,3.12,0.05,0
1655,0,0,117.63,129.0,1.3,4.8,3.03,0.09,0
1113,0,1,117.08,129.0,1.3,4.8,3.26,0.09,0
717,10,0,127.11,129.0,1.3,4.8,3.01,0.12,0
68,0,0,1203.62,1203.62,2.6,4.1,3.35,0.12,0
161,5,0,1203.62,1203.62,2.6,4.1,3.35,0.12,0
101,20,0,1203.62,1203.62,2.6,4.1,3.35,0.11,0
272,0,0,1203.62,1203.62,2.6,4.1,3.35,0.11,0
252,0,0,1203.62,1203.62,2.6,4.1,3.35,0.1,0
209,0,0,1203.62,1203.62,2.6,4.1,3.35,0.1,0
281,0,0,1203.62,1203.62,2.6,4.1,3.35,0.1,0
253,0,0,1203.62,1203.62,2.6,4.1,3.35,0.09,0
880,0,1,279.12,272.0,0.9,3.2,1.63,0.09,0
666,0,0,290.49,299.0,0.9,3.2,1.87,0.12,0
287,0,0,214.0,214.0,3.2,3.8,3.5,0.11,0
576,0,1,250.12,272.0,0.9,3.8,2.35,0.11,0
190,0,0,251.82,299.0,1.5,3.8,2.83,0.14,0
562,10,0,250.12,272.0,0.9,3.8,2.35,0.13,0
854,15,1,236.62,245.0,0.9,3.8,1.78,0.13,0
1791,0,0,40.59,32.99,0.8,4.1,2.59,0.15,0
1364,0,0,44.01,32.99,0.8,5.0,3.0,0.15,0
1678,0,1,44.01,32.99,0.8,5.0,3.0,0.14,0
44,15,1,99.99,99.99,4.8,4.8,4.8,0.16,0
254,5,1,99.99,99.99,4.8,4.8,4.8,0.18,0
0,20,0,99.99,99.99,4.8,4.8,4.8,0.2,0
0,0,0,99.99,99.99,4.8,4.8,4.8,0.2,0
0,0,0,553.0,553.0,3.0,3.0,3.0,0.19,0
0,0,0,553.0,553.0,3.0,3.0,3.0,0.19,0
0,0,0,553.0,553.0,3.0,3.0,3.0,0.18,0
50,0,1,553.0,553.0,3.0,3.0,3.0,0.18,0
613,0,0,106.33,54.99,0.4,4.0,1.77,0.2,0
578,0,0,106.33,54.99,0.4,4.0,1.77,0.19,0
372,0,0,106.33,54.99,0.4,4.0,1.77,0.19,0
365,15,1,83.49,34.99,0.4,4.0,2.33,0.19,0
547,0,0,106.33,54.99,0.4,4.0,1.77,0.2,0
641,20,0,106.33,54.99,0.4,4.0,1.77,0.2,0
715,0,1,28.32,14.99,0.9,4.0,2.97,0.19,0
373,0,0,132.0,132.0,0.4,4.0,2.2,0.21,0
107,0,1,58.97,58.97,3.9,3.9,3.9,0.2,0
0,0,0,58.97,58.97,3.9,3.9,3.9,0.22,0
0,0,0,58.97,58.97,3.9,3.9,3.9,0.21,0
0,0,0,58.97,58.97,3.9,3.9,3.9,0.21,0
209,20,1,58.97,58.97,3.9,3.9,3.9,0.21,0
0,15,0,58.97,58.97,3.9,3.9,3.9,0.22,0
0,20,0,58.97,58.97,3.9,3.9,3.9,0.22,0
192,0,1,58.97,58.97,3.9,3.9,3.9,0.21,0
791,0,0,81.99,69.0,0.5,4.9,3.18,0.22,0
1556,20,0,78.65,69.0,1.8,4.9,3.32,0.22,0
1899,0,1,84.74,79.5,0.5,4.9,3.2,0.22,0
1445,0,0,88.42,89.99,0.5,4.9,3.36,0.23,0
1897,10,1,84.35,69.0,0.5,4.9,3.03,0.23,0
1350,10,0,83.09,69.0,0.5,4.9,2.98,0.24,0
386,0,1,165.0,193.0,2.9,4.3,3.83,0.23,0
129,0,0,151.0,151.0,2.9,4.3,3.6,0.24,0
14,0,0,151.0,151.0,2.9,4.3,3.6,0.24,0
337,0,1,165.0,193.0,2.9,4.3,3.83,0.24,0
251,0,0,151.0,151.0,2.9,4.3,3.6,0.25,0
116,0,0,151.0,151.0,2.9,4.3,3.6,0.24,0
177,0,0,151.0,151.0,2.9,4.3,3.6,0.24,0
223,10,0,151.0,151.0,2.9,4.3,3.6,0.24,0
0,0,0,1816.97,1816.97,0.4,0.4,0.4,0.23,0
0,0,0,1816.97,1816.97,0.4,0.4,0.4,0.23,0
0,0,0,1816.97,1816.97,0.4,0.4,0.4,0.23,0
0,0,0,1816.97,1816.97,0.4,0.4,0.4,0.23,0
0,20,0,1816.97,1816.97,0.4,0.4,0.4,0.22,0
0,0,0,1816.97,1816.97,0.4,0.4,0.4,0.22,0
0,0,0,1816.97,1816.97,0.4,0.4,0.4,0.22,0
0,5,0,1816.97,1816.97,0.4,0.4,0.4,0.22,0
0,5,0,1816.97,1816.97,0.4,0.4,0.4,0.21,0
0,0,0,1816.97,1816.97,0.4,0.4,0.4,0.21,0
0,0,0,1816.97,1816.97,0.4,0.4,0.4,0.21,0
0,5,0,1816.97,1816.97,0.4,0.4,0.4,0.21,0
0,0,0,1816.97,1816.97,0.4,0.4,0.4,0.2,0
1282,0,0,4238.5,4598.0,1.2,4.8,2.42,0.2,0
1012,0,0,4238.5,4598.0,1.2,4.8,2.42,0.2,0
1217,0,0,4518.55,4862.0,1.2,4.8,2.45,0.2,0
984,10,0,4035.23,3777.0,1.2,4.7,2.26,0.2,0
1179,0,1,4238.5,4598.0,1.2,4.8,2.42,0.19,0
1448,0,0,935.45,739.0,0.1,4.8,2.61,0.0,0
1371,20,0,917.5,689.0,0.1,4.8,2.64,0.0,0
1376,0,0,1018.75,769.0,0.1,4.8,2.58,0.0,0
1704,0,0,1002.5,769.0,0.1,4.6,2.34,0.0,0
354,15,1,69.5,64.8,3.8,4.4,4.2,0.0,0
100,0,0,71.85,71.85,3.8,4.4,4.1,0.0,0
473,20,1,69.5,64.8,3.8,4.4,4.2,0.0,0
38,0,0,71.85,71.85,3.8,4.4,4.1,0.14,0
0,0,0,64.8,64.8,4.4,4.4,4.4,0.12,0
537,0,0,91.8,79.9,0.5,4.8,2.06,0.11,0
818,0,0,99.6,89.9,0.5,4.3,1.87,0.1,0
767,10,0,94.68,84.9,0.5,4.3,2.05,0.09,0
856,0,0,82.5,79.9,0.8,4.8,2.45,0.08,0
758,10,0,94.77,94.45,0.5,4.8,1.92,0.08,0
1113,15,0,91.48,84.9,0.5,4.8,2.43,0.07,0
749,15,0,91.8,79.9,0.5,4.8,2.06,0.07,0
1032,0,0,91.48,84.9,0.5,4.8,2.43,0.06,0
940,0,0,117.63,129.0,1.3,4.8,3.03,0.06,0
1589,5,0,108.71,124.0,2.2,4.8,3.25,0.06,0
1795,0,1,99.46,94.5,2.2,4.8,3.42,0.05,0
1500,0,0,117.63,129.0,1.3,4.8,3.03,0.1,0
802,0,0,108.71,124.0,2.2,4.8,3.25,0.1,0
1566,20,0,117.63,129.0,1.3,4.8,3.03,0.09,0
1123,0,0,117.46,129.0,1.3,4.8,2.99,0.09,0
102,0,0,1203.62,1203.62,2.6,4.1,3.35,0.08,0
280,0,0,1203.62,1203.62,2.6,4.1,3.35,0.08,0
11,5,0,1203.62,1203.62,2.6,4.1,3.35,0.08,0
821,0,0,250.12,272.0,0.9,3.8,2.35,0.07,0
439,15,0,250.12,272.0,0.9,3.8,2.35,0.07,0
1106,0,1,249.09,245.0,0.9,3.8,2.06,0.07,0
539,0,0,250.12,272.0,0.9,3.8,2.35,0.1,0
230,0,0,250.12,272.0,0.9,3.8,2.35,0.1,0
815,0,0,250.12,272.0,0.9,3.8,2.35,0.09,0
784,0,1,249.09,245.0,0.9,3.8,2.06,0.09,0
767,15,0,250.12,272.0,0.9,3.8,2.35,0.12,0
692,5,0,250.12,272.0,0.9,3.8,2.35,0.11,0
254,10,0,228.24,228.24,1.5,3.8,2.65,0.11,0
2007,15,0,45.76,37.94,0.8,5.0,3.12,0.11,0
1252,0,0,49.31,42.9,0.8,4.1,2.69,0.11,0
1123,0,0,44.01,32.99,0.8,5.0,3.0,0.1,0
1727,10,1,37.46,32.99,0.8,5.0,2.66,0.1,0
1383,0,0,44.01,32.99,0.8,5.0,3.0,0.12,0
984,0,0,41.57,32.99,0.8,5.0,3.0,0.12,0
53,10,1,99.99,99.99,4.8,4.8,4.8,0.12,0
0,15,0,99.99,99.99,4.8,4.8,4.8,0.14,0
0,10,0,99.99,99.99,4.8,4.8,4.8,0.13,0
0,15,0,99.99,99.99,4.8,4.8,4.8,0.13,0
0,0,1,553.0,553.0,3.0,3.0,3.0,0.13,0
0,20,0,553.0,553.0,3.0,3.0,3.0,0.15,0
0,0,0,553.0,553.0,3.0,3.0,3.0,0.14,0
0,0,0,553.0,553.0,3.0,3.0,3.0,0.14,0
0,0,0,553.0,553.0,3.0,3.0,3.0,0.14,0
0,0,0,553.0,553.0,3.0,3.0,3.0,0.13,0
0,5,0,553.0,553.0,3.0,3.0,3.0,0.13,0
0,0,0,553.0,553.0,3.0,3.0,3.0,0.13,0
271,20,1,553.0,553.0,3.0,3.0,3.0,0.13,0
166,0,0,152.0,152.0,0.4,0.9,0.65,0.14,0
0,0,0,54.99,54.99,0.9,0.9,0.9,0.14,0
418,0,1,83.49,34.99,0.4,4.0,2.33,0.14,0
604,0,0,106.33,54.99,0.4,4.0,1.77,0.15,0
0,0,0,58.97,58.97,3.9,3.9,3.9,0.15,0
0,0,0,58.97,58.97,3.9,3.9,3.9,0.15,0
124,20,1,58.97,58.97,3.9,3.9,3.9,0.15,0
0,0,0,58.97,58.97,3.9,3.9,3.9,0.16,0
0,15,0,58.97,58.97,3.9,3.9,3.9,0.16,0
1163,0,0,79.78,69.0,0.5,4.9,3.04,0.15,0
884,0,0,78.41,69.0,0.5,4.9,2.96,0.15,0
1546,0,0,81.99,69.0,0.5,4.9,3.18,0.15,0
1367,15,0,79.78,69.0,0.5,4.9,3.04,0.15,0
107,0,0,151.0,151.0,2.9,4.3,3.6,0.14,0
50,5,0,151.0,151.0,2.9,4.3,3.6,0.14,0
382,0,1,165.0,193.0,2.9,4.3,3.83,0.14,0
0,0,0,1816.97,1816.97,0.4,0.4,0.4,0.15,0
0,0,0,1816.97,1816.97,0.4,0.4,0.4,0.15,0
0,0,0,1816.97,1816.97,0.4,0.4,0.4,0.15,0
0,0,0,1816.97,1816.97,0.4,0.4,0.4,0.15,0
0,20,0,1816.97,1816.97,0.4,0.4,0.4,0.14,0
0,5,0,1816.97,1816.97,0.4,0.4,0.4,0.14,0
0,0,0,1816.97,1816.97,0.4,0.4,0.4,0.14,0
0,0,0,1816.97,1816.97,0.4,0.4,0.4,0.14,0
1263,5,0,4238.5,4598.0,1.2,4.8,2.42,0.14,0
949,10,0,4349.38,4598.0,1.2,2.4,1.76,0.14,0
980,0,0,4238.5,4598.0,1.2,4.8,2.42,0.13,0
1066,0,0,972.5,769.0,1.4,4.8,2.92,0.0,1
734,10,0,917.5,689.0,0.1,4.8,2.64,0.0,1
912,0,0,935.45,739.0,0.1,4.8,2.61,0.0,1
1320,20,0,934.43,639.0,0.1,4.8,2.71,0.0,1
1373,15,0,986.14,739.0,0.1,4.6,2.29,0.0,1
526,10,1,69.5,64.8,3.8,4.4,4.2,0.0,1
0,0,0,78.9,78.9,3.8,3.8,3.8,0.0,1
61,10,0,71.85,71.85,3.8,4.4,4.1,0.0,1
787,0,0,94.77,94.45,0.5,4.8,1.92,0.0,1
1449,0,0,120.67,129.0,1.3,3.8,2.74,0.0,1
747,0,1,126.1,129.0,1.3,4.8,3.06,0.0,1
1181,0,1,117.08,129.0,1.3,4.8,3.26,0.09,1
78,5,0,1203.62,1203.62,2.6,4.1,3.35,0.17,1
189,15,1,871.52,207.33,2.6,4.1,3.1,0.15,1
0,0,0,207.33,207.33,2.6,2.6,2.6,0.21,1
647,0,0,250.12,272.0,0.9,3.8,2.35,0.2,1
897,20,0,250.12,272.0,0.9,3.8,2.35,0.19,1
435,0,0,251.82,299.0,1.5,3.8,2.83,0.18,1
695,0,0,224.33,245.0,0.9,3.8,2.63,0.17,1
757,0,1,249.09,245.0,0.9,3.8,2.06,0.16,1
358,20,0,250.12,272.0,0.9,3.8,2.35,0.2,1
917,5,1,249.09,245.0,0.9,3.8,2.06,0.19,1
463,5,1,236.62,245.0,0.9,3.8,1.78,0.23,1
1032,0,0,44.01,32.99,0.8,5.0,3.0,0.26,1
1718,0,0,39.89,32.99,0.8,5.0,2.86,0.25,1
1093,20,0,44.14,32.99,0.8,5.0,3.11,0.24,1
1247,15,0,44.01,32.99,0.8,5.0,3.0,0.23,1
1355,0,0,39.89,32.99,0.8,5.0,2.86,0.22,1
1223,15,0,36.78,31.49,0.8,5.0,2.87,0.21,1
33,0,1,99.99,99.99,4.8,4.8,4.8,0.21,1
0,20,0,99.99,99.99,4.8,4.8,4.8,0.23,1
260,20,1,99.99,99.99,4.8,4.8,4.8,0.23,1
0,0,0,553.0,553.0,3.0,3.0,3.0,0.25,1
214,0,1,553.0,553.0,3.0,3.0,3.0,0.24,1
243,20,1,553.0,553.0,3.0,3.0,3.0,0.26,1
428,0,0,106.33,54.99,0.4,4.0,1.77,0.29,1
687,20,0,106.33,54.99,0.4,4.0,1.77,0.28,1
452,0,0,106.33,54.99,0.4,4.0,1.77,0.27,1
461,20,1,83.49,34.99,0.4,4.0,2.33,0.26,1
614,15,0,106.33,54.99,0.4,4.0,1.77,0.28,1
905,5,1,83.49,34.99,0.4,4.0,2.33,0.28,1
186,0,1,58.97,58.97,3.9,3.9,3.9,0.29,1
0,15,0,58.97,58.97,3.9,3.9,3.9,0.31,1
1570,0,0,83.09,69.0,0.5,4.9,3.17,0.3,1
1090,0,0,73.09,69.0,0.5,4.9,2.93,0.3,1
1120,5,0,83.09,69.0,0.5,4.9,3.17,0.29,1
1473,15,0,79.78,69.0,0.5,4.9,3.04,0.28,1
1519,20,0,79.78,69.0,0.5,4.9,3.04,0.28,1
1736,0,1,85.88,79.5,0.5,4.9,3.01,0.27,1
1239,20,0,83.09,69.0,0.5,4.9,2.98,0.29,1
1091,0,0,87.23,79.5,0.5,4.9,3.11,0.28,1
221,0,0,151.0,151.0,2.9,4.3,3.6,0.27,1
260,15,0,151.0,151.0,2.9,4.3,3.6,0.27,1
244,20,0,151.0,151.0,2.9,4.3,3.6,0.26,1
118,10,0,151.0,151.0,2.9,4.3,3.6,0.26,1
38,0,0,151.0,151.0,2.9,4.3,3.6,0.25,1
0,10,0,1816.97,1816.97,0.4,0.4,0.4,0.25,1
0,5,0,1816.97,1816.97,0.4,0.4,0.4,0.25,1
697,0,0,4238.5,4598.0,1.2,4.8,2.42,0.24,1
1067,20,1,4340.55,4862.0,1.2,4.8,2.34,0.24,1
1436,15,0,4193.57,4451.5,1.2,4.8,2.58,0.25,1
1695,15,1,4340.55,4862.0,1.2,4.8,2.34,0.25,1
1280,5,0,4177.65,4598.0,1.2,4.8,2.67,0.26,1
1199,0,0,4127.57,4187.5,1.2,4.8,2.49,0.25,1
622,0,0,4238.5,4598.0,1.2,4.8,2.42,0.25,1
1313,0,0,1114.43,799.0,0.1,4.8,2.59,0.0,0
1720,0,0,912.75,689.0,0.1,4.8,2.6,0.0,0
1180,20,1,902.75,689.0,0.1,4.8,2.65,0.0,0
1454,0,0,1008.75,769.0,0.1,4.8,2.62,0.0,0
315,0,1,69.5,64.8,3.8,4.4,4.2,0.0,0
237,0,0,71.85,71.85,3.8,4.4,4.1,0.2,0
131,0,0,71.85,71.85,3.8,4.4,4.1,0.17,0
1085,0,0,87.98,79.9,0.5,4.8,2.6,0.14,0
1084,0,0,91.8,79.9,0.5,4.8,2.06,0.12,0
1838,0,0,117.63,129.0,1.3,4.8,3.03,0.11,0
1189,0,0,117.63,129.0,1.3,4.8,3.03,0.1,0
67,0,0,1203.62,1203.62,2.6,4.1,3.35,0.09,0
209,20,0,1203.62,1203.62,2.6,4.1,3.35,0.08,0
709,0,0,250.12,272.0,0.9,3.8,2.35,0.08,0
597,0,0,251.82,299.0,1.5,3.8,2.83,0.07,0
618,0,0,250.12,272.0,0.9,3.8,2.35,0.07,0
585,20,1,249.09,245.0,0.9,3.8,2.06,0.06,0
1511,20,0,44.01,32.99,0.8,5.0,3.0,0.12,0
1532,0,1,41.6,32.99,0.8,5.0,2.78,0.11,0
1363,20,0,44.01,32.99,0.8,5.0,3.0,0.16,0
0,15,0,99.99,99.99,4.8,4.8,4.8,0.15,0
179,0,1,99.99,99.99,4.8,4.8,4.8,0.14,0
0,0,0,99.99,99.99,4.8,4.8,4.8,0.18,0
