,length,discount,user_id,successful,mean_price,min_rating,max_rating,mean_rating,successful_sessions_so_far,sessions_so_far,cat_Akcesoria_telefoniczne,cat_Anteny_RTV,cat_Audio,cat_Biurowe_urządzenia_wielofunkcyjne,cat_Drukarki_i_skanery,cat_Gry_PlayStation3,cat_Gry_Xbox_360,cat_Gry_i_konsole,cat_Gry_komputerowe,cat_Gry_na_konsole,cat_Komputery,cat_Monitory,cat_Monitory_LCD,cat_Odtwarzacze_DVD,cat_Odtwarzacze_mp3_i_mp4,cat_Okulary_3D,cat_Przenośne_audio_i_video,cat_Sprzęt_RTV,cat_Słuchawki,cat_Tablety,cat_Tablety_i_akcesoria,cat_Telefony_i_akcesoria,cat_Telefony_komórkowe,cat_Telefony_stacjonarne,cat_Telewizory_i_akcesoria,cat_Video,cat_Zestawy_głośnomówiące,cat_Zestawy_słuchawkowe,city,gender
4342,0 days 00:08:57,0,199,False,91.8,0.5,4.8,2.06,1,9,0,0,0,0,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Konin,False
4343,0 days 00:13:38,0,199,False,99.6,0.5,4.3,1.87,1,10,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Konin,False
4344,0 days 00:12:47,10,199,False,94.68,0.5,4.3,2.05,1,11,0,0,0,0,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Konin,False
4345,0 days 00:14:16,0,199,False,82.5,0.8,4.8,2.45,1,12,0,0,0,0,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Konin,False
4346,0 days 00:12:38,10,199,False,94.77,0.5,4.8,1.92,1,13,0,0,0,0,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Konin,False
4347,0 days 00:18:33,15,199,False,91.48,0.5,4.8,2.43,1,14,0,0,0,0,0,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Konin,False
4348,0 days 00:12:29,15,199,False,91.8,0.5,4.8,2.06,1,15,0,0,0,0,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Konin,False
4349,0 days 00:17:12,0,199,False,91.48,0.5,4.8,2.43,1,16,0,0,0,0,0,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Konin,False
4350,0 days 00:15:40,0,199,False,117.63,1.3,4.8,3.03,1,17,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,9,9,0,0,Konin,False
4351,0 days 00:26:29,5,199,False,108.71,2.2,4.8,3.25,1,18,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,8,0,0,Konin,False
4352,0 days 00:29:55,0,199,True,99.46,2.2,4.8,3.42,1,19,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,8,0,0,Konin,False
4353,0 days 00:25:00,0,199,False,117.63,1.3,4.8,3.03,2,20,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,9,9,0,0,Konin,False
4354,0 days 00:13:22,0,199,False,108.71,2.2,4.8,3.25,2,21,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,8,0,0,Konin,False
4355,0 days 00:26:06,20,199,False,117.63,1.3,4.8,3.03,2,22,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,9,9,0,0,Konin,False
4356,0 days 00:18:43,0,199,False,117.46,1.3,4.8,2.99,2,23,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,8,0,0,Konin,False
4357,0 days 00:01:42,0,199,False,1203.62,2.6,4.1,3.35,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,Konin,False
4358,0 days 00:04:40,0,199,False,1203.62,2.6,4.1,3.35,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,Konin,False
4359,0 days 00:00:11,5,199,False,1203.62,2.6,4.1,3.35,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,Konin,False
4360,0 days 00:13:41,0,199,False,250.12,0.9,3.8,2.35,2,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,Konin,False
4361,0 days 00:07:19,15,199,False,250.12,0.9,3.8,2.35,2,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,Konin,False
4362,0 days 00:18:26,0,199,True,249.09,0.9,3.8,2.06,2,29,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,Konin,False
4363,0 days 00:08:59,0,199,False,250.12,0.9,3.8,2.35,3,30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,Konin,False
4364,0 days 00:03:50,0,199,False,250.12,0.9,3.8,2.35,3,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,Konin,False
4365,0 days 00:13:35,0,199,False,250.12,0.9,3.8,2.35,3,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,Konin,False
4366,0 days 00:13:04,0,199,True,249.09,0.9,3.8,2.06,3,33,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,Konin,False
4367,0 days 00:12:47,15,199,False,250.12,0.9,3.8,2.35,4,34,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,Konin,False
4368,0 days 00:11:32,5,199,False,250.12,0.9,3.8,2.35,4,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,Konin,False
4369,0 days 00:04:14,10,199,False,228.24,1.5,3.8,2.65,4,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,Konin,False
4370,0 days 00:33:27,15,199,False,45.76,0.8,5.0,3.12,4,37,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Konin,False
4371,0 days 00:20:52,0,199,False,49.31,0.8,4.1,2.69,4,38,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Konin,False
4372,0 days 00:18:43,0,199,False,44.01,0.8,5.0,3.0,4,39,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Konin,False
4373,0 days 00:28:47,10,199,True,37.46,0.8,5.0,2.66,4,40,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Konin,False
4374,0 days 00:23:03,0,199,False,44.01,0.8,5.0,3.0,5,41,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Konin,False
4375,0 days 00:16:24,0,199,False,41.57,0.8,5.0,3.0,5,42,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Konin,False
4376,0 days 00:00:53,10,199,True,99.99,4.8,4.8,4.8,5,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,2,0,0,Konin,False
4377,0 days 00:00:00,15,199,False,99.99,4.8,4.8,4.8,6,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,Konin,False
4378,0 days 00:00:00,10,199,False,99.99,4.8,4.8,4.8,6,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,Konin,False
4379,0 days 00:00:00,15,199,False,99.99,4.8,4.8,4.8,6,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,Konin,False
4380,0 days 00:00:00,0,199,True,553.0,3.0,3.0,3.0,6,47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Konin,False
4381,0 days 00:00:00,20,199,False,553.0,3.0,3.0,3.0,7,48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Konin,False
4382,0 days 00:00:00,0,199,False,553.0,3.0,3.0,3.0,7,49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Konin,False
4383,0 days 00:00:00,0,199,False,553.0,3.0,3.0,3.0,7,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Konin,False
4384,0 days 00:00:00,0,199,False,553.0,3.0,3.0,3.0,7,51,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Konin,False
4385,0 days 00:00:00,0,199,False,553.0,3.0,3.0,3.0,7,52,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Konin,False
4386,0 days 00:00:00,5,199,False,553.0,3.0,3.0,3.0,7,53,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Konin,False
4387,0 days 00:00:00,0,199,False,553.0,3.0,3.0,3.0,7,54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Konin,False
4388,0 days 00:04:31,20,199,True,553.0,3.0,3.0,3.0,7,55,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,Konin,False
4389,0 days 00:02:46,0,199,False,152.0,0.4,0.9,0.65,8,56,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,Konin,False
4390,0 days 00:00:00,0,199,False,54.99,0.9,0.9,0.9,8,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Konin,False
4391,0 days 00:06:58,0,199,True,83.49,0.4,4.0,2.33,8,58,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,Konin,False
4392,0 days 00:10:04,0,199,False,106.33,0.4,4.0,1.77,9,59,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,Konin,False
4393,0 days 00:00:00,0,199,False,58.97,3.9,3.9,3.9,9,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Konin,False
4394,0 days 00:00:00,0,199,False,58.97,3.9,3.9,3.9,9,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Konin,False
4395,0 days 00:02:04,20,199,True,58.97,3.9,3.9,3.9,9,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,Konin,False
4396,0 days 00:00:00,0,199,False,58.97,3.9,3.9,3.9,10,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Konin,False
4397,0 days 00:00:00,15,199,False,58.97,3.9,3.9,3.9,10,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Konin,False
4398,0 days 00:19:23,0,199,False,79.78,0.5,4.9,3.04,10,65,0,0,0,0,0,0,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Konin,False
4399,0 days 00:14:44,0,199,False,78.41,0.5,4.9,2.96,10,66,0,0,0,0,0,0,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Konin,False
4400,0 days 00:25:46,0,199,False,81.99,0.5,4.9,3.18,10,67,0,0,0,0,0,0,9,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Konin,False
4401,0 days 00:22:47,15,199,False,79.78,0.5,4.9,3.04,10,68,0,0,0,0,0,0,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Konin,False
4402,0 days 00:01:47,0,199,False,151.0,2.9,4.3,3.6,10,69,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,Konin,False
4403,0 days 00:00:50,5,199,False,151.0,2.9,4.3,3.6,10,70,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,Konin,False
4404,0 days 00:06:22,0,199,True,165.0,2.9,4.3,3.83,10,71,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,Konin,False
4405,0 days 00:00:00,0,199,False,1816.97,0.4,0.4,0.4,11,72,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Konin,False
4406,0 days 00:00:00,0,199,False,1816.97,0.4,0.4,0.4,11,73,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Konin,False
4407,0 days 00:00:00,0,199,False,1816.97,0.4,0.4,0.4,11,74,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Konin,False
4408,0 days 00:00:00,0,199,False,1816.97,0.4,0.4,0.4,11,75,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Konin,False
4409,0 days 00:00:00,20,199,False,1816.97,0.4,0.4,0.4,11,76,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Konin,False
4410,0 days 00:00:00,5,199,False,1816.97,0.4,0.4,0.4,11,77,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Konin,False
4411,0 days 00:00:00,0,199,False,1816.97,0.4,0.4,0.4,11,78,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Konin,False
4412,0 days 00:00:00,0,199,False,1816.97,0.4,0.4,0.4,11,79,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Konin,False
4413,0 days 00:21:03,5,199,False,4238.5,1.2,4.8,2.42,11,80,0,0,0,9,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Konin,False
4414,0 days 00:15:49,10,199,False,4349.38,1.2,2.4,1.76,11,81,0,0,0,7,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Konin,False
4415,0 days 00:16:20,0,199,False,4238.5,1.2,4.8,2.42,11,82,0,0,0,9,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Konin,False
4416,0 days 00:17:46,0,200,False,972.5,1.4,4.8,2.92,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Szczecin,True
4417,0 days 00:12:14,10,200,False,917.5,0.1,4.8,2.64,0,1,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Szczecin,True
4418,0 days 00:15:12,0,200,False,935.45,0.1,4.8,2.61,0,2,0,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Szczecin,True
4419,0 days 00:22:00,20,200,False,934.43,0.1,4.8,2.71,0,3,0,0,0,0,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Szczecin,True
4420,0 days 00:22:53,15,200,False,986.14,0.1,4.6,2.29,0,4,0,0,0,0,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Szczecin,True
4421,0 days 00:08:46,10,200,True,69.5,3.8,4.4,4.2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,Szczecin,True
4422,0 days 00:00:00,0,200,False,78.9,3.8,3.8,3.8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Szczecin,True
4423,0 days 00:01:01,10,200,False,71.85,3.8,4.4,4.1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,Szczecin,True
4424,0 days 00:13:07,0,200,False,94.77,0.5,4.8,1.92,0,8,0,0,0,0,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Szczecin,True
4425,0 days 00:24:09,0,200,False,120.67,1.3,3.8,2.74,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,7,0,0,Szczecin,True
4426,0 days 00:12:27,0,200,True,126.1,1.3,4.8,3.06,0,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,8,0,0,Szczecin,True
4427,0 days 00:19:41,0,200,True,117.08,1.3,4.8,3.26,1,11,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,9,9,0,0,Szczecin,True
4428,0 days 00:01:18,5,200,False,1203.62,2.6,4.1,3.35,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,Szczecin,True
4429,0 days 00:03:09,15,200,True,871.52,2.6,4.1,3.1,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,Szczecin,True
4430,0 days 00:00:00,0,200,False,207.33,2.6,2.6,2.6,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Szczecin,True
4431,0 days 00:10:47,0,200,False,250.12,0.9,3.8,2.35,3,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,Szczecin,True
4432,0 days 00:14:57,20,200,False,250.12,0.9,3.8,2.35,3,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,Szczecin,True
4433,0 days 00:07:15,0,200,False,251.82,1.5,3.8,2.83,3,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,Szczecin,True
4434,0 days 00:11:35,0,200,False,224.33,0.9,3.8,2.63,3,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,Szczecin,True
4435,0 days 00:12:37,0,200,True,249.09,0.9,3.8,2.06,3,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,Szczecin,True
4436,0 days 00:05:58,20,200,False,250.12,0.9,3.8,2.35,4,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,Szczecin,True
4437,0 days 00:15:17,5,200,True,249.09,0.9,3.8,2.06,4,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,Szczecin,True
4438,0 days 00:07:43,5,200,True,236.62,0.9,3.8,1.78,5,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,Szczecin,True
4439,0 days 00:17:12,0,200,False,44.01,0.8,5.0,3.0,6,23,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Szczecin,True
4440,0 days 00:28:38,0,200,False,39.89,0.8,5.0,2.86,6,24,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Szczecin,True
4441,0 days 00:18:13,20,200,False,44.14,0.8,5.0,3.11,6,25,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Szczecin,True
4442,0 days 00:20:47,15,200,False,44.01,0.8,5.0,3.0,6,26,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Szczecin,True
4443,0 days 00:22:35,0,200,False,39.89,0.8,5.0,2.86,6,27,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Szczecin,True
4444,0 days 00:20:23,15,200,False,36.78,0.8,5.0,2.87,6,28,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Szczecin,True
4445,0 days 00:00:33,0,200,True,99.99,4.8,4.8,4.8,6,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,2,0,0,Szczecin,True
4446,0 days 00:00:00,20,200,False,99.99,4.8,4.8,4.8,7,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,Szczecin,True
4447,0 days 00:04:20,20,200,True,99.99,4.8,4.8,4.8,7,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,2,0,0,Szczecin,True
4448,0 days 00:00:00,0,200,False,553.0,3.0,3.0,3.0,8,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Szczecin,True
4449,0 days 00:03:34,0,200,True,553.0,3.0,3.0,3.0,8,33,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,Szczecin,True
4450,0 days 00:04:03,20,200,True,553.0,3.0,3.0,3.0,9,34,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,Szczecin,True
4451,0 days 00:07:08,0,200,False,106.33,0.4,4.0,1.77,10,35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,Szczecin,True
4452,0 days 00:11:27,20,200,False,106.33,0.4,4.0,1.77,10,36,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,Szczecin,True
4453,0 days 00:07:32,0,200,False,106.33,0.4,4.0,1.77,10,37,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,Szczecin,True
4454,0 days 00:07:41,20,200,True,83.49,0.4,4.0,2.33,10,38,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,Szczecin,True
4455,0 days 00:10:14,15,200,False,106.33,0.4,4.0,1.77,11,39,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,Szczecin,True
4456,0 days 00:15:05,5,200,True,83.49,0.4,4.0,2.33,11,40,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,Szczecin,True
4457,0 days 00:03:06,0,200,True,58.97,3.9,3.9,3.9,12,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,Szczecin,True
4458,0 days 00:00:00,15,200,False,58.97,3.9,3.9,3.9,13,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Szczecin,True
4459,0 days 00:26:10,0,200,False,83.09,0.5,4.9,3.17,13,43,0,0,0,0,0,0,9,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Szczecin,True
4460,0 days 00:18:10,0,200,False,73.09,0.5,4.9,2.93,13,44,0,0,0,0,0,0,9,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Szczecin,True
4461,0 days 00:18:40,5,200,False,83.09,0.5,4.9,3.17,13,45,0,0,0,0,0,0,9,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Szczecin,True
4462,0 days 00:24:33,15,200,False,79.78,0.5,4.9,3.04,13,46,0,0,0,0,0,0,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Szczecin,True
4463,0 days 00:25:19,20,200,False,79.78,0.5,4.9,3.04,13,47,0,0,0,0,0,0,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Szczecin,True
4464,0 days 00:28:56,0,200,True,85.88,0.5,4.9,3.01,13,48,0,0,0,0,0,0,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Szczecin,True
4465,0 days 00:20:39,20,200,False,83.09,0.5,4.9,2.98,14,49,0,0,0,0,0,0,9,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Szczecin,True
4466,0 days 00:18:11,0,200,False,87.23,0.5,4.9,3.11,14,50,0,0,0,0,0,0,8,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Szczecin,True
4467,0 days 00:03:41,0,200,False,151.0,2.9,4.3,3.6,14,51,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,Szczecin,True
4468,0 days 00:04:20,15,200,False,151.0,2.9,4.3,3.6,14,52,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,Szczecin,True
4469,0 days 00:04:04,20,200,False,151.0,2.9,4.3,3.6,14,53,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,Szczecin,True
4470,0 days 00:01:58,10,200,False,151.0,2.9,4.3,3.6,14,54,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,Szczecin,True
4471,0 days 00:00:38,0,200,False,151.0,2.9,4.3,3.6,14,55,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,Szczecin,True
4472,0 days 00:00:00,10,200,False,1816.97,0.4,0.4,0.4,14,56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Szczecin,True
4473,0 days 00:00:00,5,200,False,1816.97,0.4,0.4,0.4,14,57,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Szczecin,True
